Câu hỏi,Câu trả lời,Căn cứ,Ngày ban hành,Ngày cập nhật,Đường dẫn căn cứ,Đường dẫn các file cập nhật
Học viên cao học và nghiên cứu sinh làm gì để được nhận hỗ trợ công bố khoa học?,"Điều 3. Điều kiện nhận hỗ trợ công bố khoa học, tuyên dương
- Là SV, HVCH, NCS đang trong thời gian đào tạo chính thức tại Trường tại thời điểm công bố bài báo khoa học, đối với bài báo hội nghị là thời điểm tổ chức hội nghị, đối với tạp chí là thời điểm công bố trang trên điện tử.
- Bài báo khoa học cần ghi rõ tên Trường ĐHCNTT, ĐHQG-HCM theo quy định tại công văn số 2287/ĐHQG-KHCN, ngày 19/12/2019.
Dưới đây là ví dụ bài báo khoa học tiếng Anh (bài báo khoa học Tiếng Việt được thực hiện tương tự):
Tên bài báo khoa học: Advanced ML method in ...
Nguyen van A1,2,...
1. University of Information Technology, Ho Chi Minh City, Vietnam
2. Vietnam National University, Ho Chi Minh City, Vietnam
3.....
(Nếu muốn ghi thêm phòng thí nghiệm thì ghi đầu tiên, rồi đến tên Trường.
Tên cơ quan khác của tác giả ghi sau cùng)
2. Đối với HVCH, NCS
- HVCH, NCS là tác giả chính;
- Bài báo khoa học chưa nhận bất kỳ tài trợ nào (như kinh phí từ đề tài khoa học công nghệ các cấp, từ tài trợ của ban tổ chức hội nghị khoa học) và các khen thưởng khác của Trường.","KHOẢN 2, ĐIỀU 3, QUY ĐỊNH VỀ CHÍNH SÁCH HỖ TRỢ CÔNG BỐ KHOA HỌC DÀNH CHO SINH VIÊN, HỌC VIÊN CAO HỌC VÀ NGHIÊN CỨU SINH",01/06/2023,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20CH%C3%8DNH%20S%C3%81CH%20H%E1%BB%96%20TR%E1%BB%A2%20C%C3%94NG%20B%E1%BB%90%20KHOA%20H%E1%BB%8CC%20D%C3%80NH%20CHO%20SINH%20VI%C3%8AN%2C%20H%E1%BB%8CC%20VI%C3%8AN%20CAO%20H%E1%BB%8CC%20V%C3%80%20NGHI%C3%8AN%20C%E1%BB%A8U%20SINH%2F1736449780126-547-qd-dhcntt_1-6-23_ban_hanh_chinh_sach_ho_tro_cong_bo_khoa_hoc_danh_cho_sv_cao_hoc_ncs.pdf?alt=media,Không có
Chương trình đào tạo Tiên tiến có đặc điểm gì khác so với chương trình đại trà?,"Điều 4. Chương trình đào tạo
- Chương trình gồm các học phần thuộc 02 khối kiến thức: giáo dục đại cương
và giáo dục chuyên nghiệp, được xây dựng theo đúng quy định hiện hành của Bộ Giáo dục và Đào tạo kết hợp với chương trình đào tạo của ĐHNN và được giảng dạy hoàn toàn bằng tiếng Anh (trừ các môn lý luận chính trị, pháp luật, giáo dục thể chất, giáo dục quốc phòng)
- Chương trình đào tạo Tiên tiến được thiết kế riêng với yêu cầu về trình độ và nội dung sâu rộng hơn theo hướng cử nhân chuẩn quốc tế; đề cao tư duy sáng tạo, khả năng tự học; tăng cường kỹ năng thực hành, kiến thức thực tế, khả năng sử dụng tin học, ngoại ngữ và các kỹ năng mềm cần thiết.
- Sau giai đoạn đại cương, những sinh viên đạt các điều kiện yêu cầu về tiếng
Anh, số tín chỉ tích lũy và điểm trung bình tích lũy theo quy định của ĐHNN và có nguyện vọng sẽ được chuyển tiếp sang ĐHNN.
- Sinh viên thực hiện khóa luận/đồ án tốt nghiệp theo quy định trong chương trình đào tạo của ĐHNN.","ĐIỀU 4, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Chương trình đào tạo Tiên tiến có yêu cầu như thế nào về trình độ và nội dung?,"Điều 4. Chương trình đào tạo
- Chương trình gồm các học phần thuộc 02 khối kiến thức: giáo dục đại cương
và giáo dục chuyên nghiệp, được xây dựng theo đúng quy định hiện hành của Bộ Giáo dục và Đào tạo kết hợp với chương trình đào tạo của ĐHNN và được giảng dạy hoàn toàn bằng tiếng Anh (trừ các môn lý luận chính trị, pháp luật, giáo dục thể chất, giáo dục quốc phòng)
- Chương trình đào tạo Tiên tiến được thiết kế riêng với yêu cầu về trình độ và nội dung sâu rộng hơn theo hướng cử nhân chuẩn quốc tế; đề cao tư duy sáng tạo, khả năng tự học; tăng cường kỹ năng thực hành, kiến thức thực tế, khả năng sử dụng tin học, ngoại ngữ và các kỹ năng mềm cần thiết.
- Sau giai đoạn đại cương, những sinh viên đạt các điều kiện yêu cầu về tiếng
Anh, số tín chỉ tích lũy và điểm trung bình tích lũy theo quy định của ĐHNN và có nguyện vọng sẽ được chuyển tiếp sang ĐHNN.
- Sinh viên thực hiện khóa luận/đồ án tốt nghiệp theo quy định trong chương trình đào tạo của ĐHNN.","ĐIỀU 4, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Các lớp công nghệ thông tin được ưu tiên về cơ sở vật chất như thế nào?,"Điều 5. Tổ chức chương trình
- Các lớp CTTT được ưu tiên về cơ sở vật chất cho việc học tập và nghiên cứu. Các lớp CTTT được trang bị phòng học riêng có các thiết bị hỗ trợ giảng dạy và học tập hiện đại; có đủ giáo trình, tài liệu tham khảo trong, ngoài nước và được cập nhật thường xuyên; có thư viện và thư viện điện tử cho giảng viên và sinh viên tra cứu và sử dụng trong giảng dạy, học tập và NCKH.
- Về chất lượng quản lý và giảng dạy: Các lớp CTTT được quản lý và giảng dạy bởi các cán bộ có chuyên môn giỏi và có kinh nghiệm trong công tác, đảm bảo chất lượng đào tạo và dịch vụ hỗ trợ chất lượng cao cho sinh viên.
- Năm học đầu tiên sinh viên CTTT phải học tập trung tiếng Anh để đáp ứng điều kiện học các môn chuyên ngành hoàn toàn bằng tiếng Anh. Các lớp tiếng Anh được tổ chức tối đa 30 sinh viên theo trình độ khác nhau, tạo điều kiện cho việc  giảng dạy tiếng Anh một cách tốt nhất.
- Đơn vị chuyên môn đảm bảo có tối thiểu 01 giảng viên nước ngoài tham gia giảng dạy trong 01 khóa học.","ĐIỀU 5, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Chất lượng giảng dạy của chương trình tiên tiến có gì khác?,"Điều 5. Tổ chức chương trình
- Các lớp CTTT được ưu tiên về cơ sở vật chất cho việc học tập và nghiên cứu. Các lớp CTTT được trang bị phòng học riêng có các thiết bị hỗ trợ giảng dạy và học tập hiện đại; có đủ giáo trình, tài liệu tham khảo trong, ngoài nước và được cập nhật thường xuyên; có thư viện và thư viện điện tử cho giảng viên và sinh viên tra cứu và sử dụng trong giảng dạy, học tập và NCKH.
- Về chất lượng quản lý và giảng dạy: Các lớp CTTT được quản lý và giảng dạy bởi các cán bộ có chuyên môn giỏi và có kinh nghiệm trong công tác, đảm bảo chất lượng đào tạo và dịch vụ hỗ trợ chất lượng cao cho sinh viên.
- Năm học đầu tiên sinh viên CTTT phải học tập trung tiếng Anh để đáp ứng điều kiện học các môn chuyên ngành hoàn toàn bằng tiếng Anh. Các lớp tiếng Anh được tổ chức tối đa 30 sinh viên theo trình độ khác nhau, tạo điều kiện cho việc  giảng dạy tiếng Anh một cách tốt nhất.
- Đơn vị chuyên môn đảm bảo có tối thiểu 01 giảng viên nước ngoài tham gia giảng dạy trong 01 khóa học.","ĐIỀU 5, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Số lượng sinh viên của một lớp chương trình tiên tiến?,"Điều 6. Tổ chức lớp
- Lớp học phần:
o Quy mô lớp học không quá 50 SV/lớp đối với môn học lý thuyết, không quá 20 sinh viên/nhóm đối với lớp thực hành và không quá 30 sinh viên/nhóm thảo luận và giải bài tập.
o Lớp học phần sẽ được mở nếu số lượng SV đăng ký tối thiểu 30 SV/lớp đối với các môn học thuộc kiến thức đại cương, tối thiểu 15 SV/lớp đối với các môn học thuộc kiến thức cơ sở chung, cơ sở ngành và chuyên ngành, tối thiểu 10 SV/lớp đối với các môn ngoại ngữ. Các trường hợp khác do Hiệu trưởng quyết định dựa trên tình hình thực tế triển khai.
- Lớp sinh hoạt: Sinh viên một khóa tuyển được bố trí vào 01 lớp sinh hoạt do 01 cố vấn học tập quản lý.","ĐIỀU 6, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Các lớp của một chương trình tiên tiến?,"Điều 6. Tổ chức lớp
- Lớp học phần:
o Quy mô lớp học không quá 50 SV/lớp đối với môn học lý thuyết, không quá 20 sinh viên/nhóm đối với lớp thực hành và không quá 30 sinh viên/nhóm thảo luận và giải bài tập.
o Lớp học phần sẽ được mở nếu số lượng SV đăng ký tối thiểu 30 SV/lớp đối với các môn học thuộc kiến thức đại cương, tối thiểu 15 SV/lớp đối với các môn học thuộc kiến thức cơ sở chung, cơ sở ngành và chuyên ngành, tối thiểu 10 SV/lớp đối với các môn ngoại ngữ. Các trường hợp khác do Hiệu trưởng quyết định dựa trên tình hình thực tế triển khai.
- Lớp sinh hoạt: Sinh viên một khóa tuyển được bố trí vào 01 lớp sinh hoạt do 01 cố vấn học tập quản lý.","ĐIỀU 6, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Để trúng tuyển chương trình tiên tiến phải có điều kiện gì?,"Điều 8. Điều kiện và phương thức tuyển sinh
8.1. Điều kiện xét tuyển
Sinh viên trúng tuyển CTTT phải đạt các yêu cầu:
- Đảm bảo điều kiện đầu vào đối với hệ đại học chính quy theo quy định của Bộ GD&ĐT và Trường ĐHCNTT.
- Hoặc có chứng chỉ quốc tế uy tín thỏa điều kiện được xác định trong đề án tuyển sinh hàng năm của Trường.
o Trong đó, trường hợp thí sinh là người nước ngoài phải có văn bằng tốt nghiệp tối thiểu tương đương bằng tốt nghiệp trung học phổ thông của Việt Nam, văn bằng phải được công nhận theo quy định của Bộ Giáo dục và Đào tạo.
8.2. Phương thức tuyển sinh
- Chỉ tiêu của CTTT nằm trong tổng chỉ tiêu tuyển sinh đại học chính quy của toàn trường.
- Phương thức tuyển sinh được công bố trong đề án tuyển sinh hàng năm của Trường.
","ĐIỀU 8, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Sinh viên từ chương trình khác có thể chuyển vào chương trình tiên tiến không?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
+ Sinh viên từ CTTT chuyển sang chương trình đào tạo khác:
o Điểm rèn luyện đạt từ loại Khá trở lên,
o Có các giấy tờ xác nhận khác (của cơ quan y tế, của địa phương…) hợp lệ để Hiệu trưởng xem xét quyết định.
+ Sinh viên từ các chương trình đào tạo khác có nguyện vọng chuyển vào CTTT:
o Điểm trung bình học kỳ gần nhất không dưới 6.5.
o Các môn ngoại ngữ trong CTĐT tương ứng với tiến độ của CTTT đạt điểm miễn hoặc điểm không dưới 7.0.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học.
","ĐIỀU 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Sinh viên từ chương trình tiên tiến có thể chuyển vào chương trình khác không?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
+ Sinh viên từ CTTT chuyển sang chương trình đào tạo khác:
o Điểm rèn luyện đạt từ loại Khá trở lên,
o Có các giấy tờ xác nhận khác (của cơ quan y tế, của địa phương…) hợp lệ để Hiệu trưởng xem xét quyết định.
+ Sinh viên từ các chương trình đào tạo khác có nguyện vọng chuyển vào CTTT:
o Điểm trung bình học kỳ gần nhất không dưới 6.5.
o Các môn ngoại ngữ trong CTĐT tương ứng với tiến độ của CTTT đạt điểm miễn hoặc điểm không dưới 7.0.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học.
","ĐIỀU 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Điều kiện để sinh viên chuyển vào chương trình tiên tiến?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
+ Sinh viên từ CTTT chuyển sang chương trình đào tạo khác:
o Điểm rèn luyện đạt từ loại Khá trở lên,
o Có các giấy tờ xác nhận khác (của cơ quan y tế, của địa phương…) hợp lệ để Hiệu trưởng xem xét quyết định.
+ Sinh viên từ các chương trình đào tạo khác có nguyện vọng chuyển vào CTTT:
o Điểm trung bình học kỳ gần nhất không dưới 6.5.
o Các môn ngoại ngữ trong CTĐT tương ứng với tiến độ của CTTT đạt điểm miễn hoặc điểm không dưới 7.0.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học.
","ĐIỀU 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Điều kiện sinh viên từ chương trình tiên tiến có thể chuyển vào chương trình khác không?,"Điều 9. Chuyển đổi chương trình đào tạo
- Trong thời gian học tập, vì lý do cá nhân nếu sinh viên muốn chuyển sang học các chương trình đào tạo khác của Trường phải được sự đồng ý của Hiệu trưởng. Sinh viên được chuyển điểm những môn học tương đương giữa hai chương trình đào tạo
- Sinh viên được phép chuyển vào hoặc ra khỏi chương trình trong vòng 03 học kỳ đầu tiên.
- Ngoài việc phải thỏa các điều kiện về chuyển ngành/chương trình theo quy chế đào tạo hiện hành, sinh viên phải thỏa thêm các điều kiện:
+ Sinh viên từ CTTT chuyển sang chương trình đào tạo khác:
o Điểm rèn luyện đạt từ loại Khá trở lên,
o Có các giấy tờ xác nhận khác (của cơ quan y tế, của địa phương…) hợp lệ để Hiệu trưởng xem xét quyết định.
+ Sinh viên từ các chương trình đào tạo khác có nguyện vọng chuyển vào CTTT:
o Điểm trung bình học kỳ gần nhất không dưới 6.5.
o Các môn ngoại ngữ trong CTĐT tương ứng với tiến độ của CTTT đạt điểm miễn hoặc điểm không dưới 7.0.
- Thời gian sinh viên học bổ sung các môn học khác biệt giữa các chương trình đào tạo do chuyển chương trình được tính trong tổng thời gian đào tạo của khóa học.
","ĐIỀU 9, QUY ĐỊNH ĐÀO TẠO CHƯƠNG TRÌNH TIÊN TIẾN",07/07/2021,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20%C4%90%C3%80O%20T%E1%BA%A0O%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20TI%C3%8AN%20TI%E1%BA%BEN%2F1736449859368-434-qd-dhcntt_07-07-2021_quy_dinh_dao_tao_chuong_trinh_tien_tien.pdf?alt=media,Không có
Những sinh viên nào có thể đăng ký học các lớp ngoài giờ hành chính?,"Điều 3. Quy định về tổ chức đào tạo
1) Đăng ký học phần
- Các đối tượng được đăng ký học các lớp học phần mở theo quy định này:
a) Sinh viên chính quy đã quá hạn theo thiết kế chương trình đào tạo;
b) Sinh viên chính quy chưa quá hạn theo thiết kế chương trình đào tạo chỉ được phép đăng ký học lại, học cải thiện; ngoại trừ trường hợp với các môn ngoại ngữ thì được phép đăng ký học mới;
c) Người học không phải sinh viên chính quy của Trường nhưng được Trường cho phép đăng ký học tập để tích lũy kiến thức hoặc để hoàn thành chương trình
đào tạo;
d) Các tình huống đặc biệt khác cần có sự đồng ý của Trưởng phòng Đào tạo Đại
học.
- Dựa trên kết quả đăng ký học phần, các lớp được duyệt mở với số lượng tối thiểu là 15 người học, trường hợp đặc biệt do Hiệu trưởng xem xét, phê duyệt.
- Các lớp ngoài giờ hành chính có thể được mở nhiều đợt trong năm học.
- Người học thực hiện đăng ký học phần trên hệ thống phần mềm của Trường. ","KHOẢN 1, ĐIỀU 3, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
Các lớp ngoài giờ hành chính mở bao nhiêu lần trong năm?,"Điều 3. Quy định về tổ chức đào tạo
1) Đăng ký học phần
- Các đối tượng được đăng ký học các lớp học phần mở theo quy định này:
a) Sinh viên chính quy đã quá hạn theo thiết kế chương trình đào tạo;
b) Sinh viên chính quy chưa quá hạn theo thiết kế chương trình đào tạo chỉ được phép đăng ký học lại, học cải thiện; ngoại trừ trường hợp với các môn ngoại ngữ thì được phép đăng ký học mới;
c) Người học không phải sinh viên chính quy của Trường nhưng được Trường cho phép đăng ký học tập để tích lũy kiến thức hoặc để hoàn thành chương trình
đào tạo;
d) Các tình huống đặc biệt khác cần có sự đồng ý của Trưởng phòng Đào tạo Đại
học.
- Dựa trên kết quả đăng ký học phần, các lớp được duyệt mở với số lượng tối thiểu là 15 người học, trường hợp đặc biệt do Hiệu trưởng xem xét, phê duyệt.
- Các lớp ngoài giờ hành chính có thể được mở nhiều đợt trong năm học.
- Người học thực hiện đăng ký học phần trên hệ thống phần mềm của Trường. ","KHOẢN 1, ĐIỀU 3, QUY ĐỊNH VỀ VIỆC TỔ CHỨC DẠY – HỌC NGOÀI GIỜ HÀNH CHÍNH ĐỐI VỚI CÁC HỌC PHẦN TRONG CHƯƠNG TRÌNH ĐÀO TẠO ĐẠI HỌC CHÍNH QUY CỦA TRƯỜNG ĐẠI HỌC CÔNG NGHỆ THÔNG TIN",18/05/2022,Không có,https://firebasestorage.googleapis.com/v0/b/enigma-fived.appspot.com/o/regulations%2FQUY%20%C4%90%E1%BB%8ANH%20V%E1%BB%80%20VI%E1%BB%86C%20T%E1%BB%94%20CH%E1%BB%A8C%20D%E1%BA%A0Y%20%E2%80%93%20H%E1%BB%8CC%20NGO%C3%80I%20GI%E1%BB%9C%20H%C3%80NH%20CH%C3%8DNH%20%C4%90%E1%BB%90I%20V%E1%BB%9AI%20C%C3%81C%20H%E1%BB%8CC%20PH%E1%BA%A6N%20TRONG%20CH%C6%AF%C6%A0NG%20TR%C3%8CNH%20%C4%90%C3%80O%20T%E1%BA%A0O%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20CH%C3%8DNH%20QUY%20C%E1%BB%A6A%20TR%C6%AF%E1%BB%9CNG%20%C4%90%E1%BA%A0I%20H%E1%BB%8CC%20C%C3%94NG%20NGH%E1%BB%86%20TH%C3%94NG%20TIN%2F1736449990682-333-qd-dhcntt_18-5-2022_quy_dinh_ve_viec_to_chuc_day-hoc_ngoai_gio_hanh_chinh_doi_voi_cac_hoc_phan_trong_ctdt_cq.pdf?alt=media,Không có
